Step_1-MinReturn,Step_0-AverageDiscountedReturn,Step_1-AverageCtrlCost,Step_0-AverageReturn,Time,Step_0-MaxForwardReturn,Time-SampleProc,Step_1-MaxForwardReturn,Step_1-AveragePolicyStd,Itr,Time-TotalInner,Step_0-MinForwardReturn,Step_1-AverageReturn,Time-InnerStep,Step_0-AverageCtrlCost,KLInner,Step_1-PolicyExecTime,Step_0-EnvExecTime,Step_1-AverageForwardReturn,Step_1-StdForwardReturn,Step_0-MinReturn,Time-MAMLSteps,ItrTime,KLCoeffInner,Step_0-AverageForwardReturn,Step_0-AveragePolicyStd,Step_1-MaxReturn,Step_1-MinForwardReturn,Time-Sampling,Step_1-NumTrajs,n_timesteps,Step_1-EnvExecTime,Step_0-StdReturn,Step_1-StdReturn,LossAfter,Time-OuterStep,Step_0-StdForwardReturn,LossBefore,Step_0-NumTrajs,Step_0-PolicyExecTime,Step_0-MaxReturn,Step_1-AverageDiscountedReturn
-1092.9118350184444,-252.5365739185587,0.010211874481748673,-588.3976273062439,68.16258215904236,-0.23116221927804317,1.4988038539886475,-0.2822412921591869,0.99991155,0,44.729154109954834,-5.744780045265437,-587.2540721992605,2.8828155994415283,0.010185281750812063,0.0076325773,3.271934747695923,16.366105556488037,-2.923363388814867,0.9355328798781969,-1151.4781824053562,22.827685832977295,68.16258001327515,0.0005,-2.9290946044910755,1.0,-58.950252396452974,-5.451736778539308,40.31475210189819,800,320000,16.61545705795288,187.1797176591214,187.10243715794047,-0.004377971,22.827564001083374,0.9358887948645475,1.6212465e-09,800,1.5376567840576172,-48.79821102499866,-252.36860435655225
-1082.0324412002371,-235.99752270645712,0.010162276275390032,-547.6911832114687,111.05924010276794,-0.2380285837425709,1.202458143234253,-0.2753584354117358,0.9978076,1,40.28032422065735,-5.24754998437462,-542.7247518083291,0.14629912376403809,0.010176859806142167,0.00978156,2.423015832901001,16.714271783828735,-2.700732920999459,1.001815897064249,-1051.9606103789513,2.545912027359009,42.88265013694763,0.0005,-2.7255523335737335,0.9977968,-57.675424285027894,-5.397877071037701,38.89959788322449,800,640000,16.397951126098633,200.51890082842593,200.359960313102,-0.00349674,2.5458152294158936,1.0025994155917135,-1.7613171e-09,800,0.9071304798126221,-50.21612484991352,-234.8898817362175
-1040.9878788403068,-228.8924807601022,0.010128221518917999,-530.4436055042564,153.17337799072266,-0.2954522614136734,1.2142565250396729,-0.29055183870871604,0.9948221,2,39.486305713653564,-5.3955029458787145,-527.1025342248789,0.13721108436584473,0.010155769209602004,0.010128827,2.3850412368774414,16.321730375289917,-2.622641965258238,0.9768413567554806,-1081.7250178468357,2.570305109024048,42.10962390899658,0.0005,-2.639321141575764,0.99499637,-60.508052998283794,-5.192928996116473,38.106123208999634,800,960000,16.169775009155273,198.50281260251953,195.36869847308697,-0.003222998,2.5702080726623535,0.9925230261950645,-9.1381364e-10,800,0.8748726844787598,-61.72815853511908,-227.3248863640005
-1001.3645027902476,-209.7309885612386,0.01012301599714461,-487.3934211189581,196.38493990898132,-0.34932142157078433,1.213075876235962,-0.38586305117363345,0.9919925,3,40.58027911186218,-5.340919860549957,-485.8826928919838,0.13988924026489258,0.01011206642679841,0.010925615,2.464961051940918,16.410833597183228,-2.416504396648485,1.0165502067720356,-1070.7292088936672,2.5751397609710693,43.20701599121094,0.0005,-2.424061040555032,0.9919587,-79.79092148326826,-4.993694033369069,39.19636058807373,800,1280000,16.64225196838379,212.39134584386701,203.3084882356677,-0.0035596571,2.575037956237793,1.0619618727096583,1.1391939e-09,800,1.1214642524719238,-72.44175701184314,-209.41039409356577
-1037.332186627188,-230.35052102692825,0.01003991448366345,-534.9318666824574,239.9847378730774,-0.3249694014878812,1.2587759494781494,-0.24162858748631827,0.9889317,4,40.93331694602966,-5.4833984491739125,-529.5517276609772,0.15867137908935547,0.010041449063378534,0.0074449256,2.466111898422241,16.82280683517456,-2.634876226498627,0.8222296324437254,-1099.2524312410287,2.6076228618621826,43.594608783721924,0.0005,-2.6617881628502653,0.9887547,-50.88450974177807,-5.1744261642721945,39.47628593444824,800,1600000,16.83390736579895,165.51078671352815,164.44436717128417,-0.002588334,2.6075100898742676,0.8275582257073117,1.6331672e-09,800,0.8963484764099121,-67.60626833694822,-228.6243503512441
-1054.1726430916958,-251.18114680186503,0.010040103419846126,-584.9377715799942,282.858763217926,-0.3654378497904571,1.2286293506622314,-0.2893825241770453,0.986554,5,40.10638999938965,-5.632688483427457,-574.7694486630548,0.14135384559631348,0.010028791087454157,0.009082262,2.3742573261260986,16.58002233505249,-2.8609566187728426,0.9435511966396195,-1129.0422218401384,2.7106120586395264,42.86953783035278,0.0005,-2.9118105616815253,0.986516,-60.396595719286346,-5.258562649847869,38.70711064338684,800,1920000,16.28575825691223,188.1211179332371,188.71297232817733,-0.001990344,2.710510015487671,0.9406137837196625,2.784282e-09,800,0.9030852317810059,-75.73873634861579,-248.23555659720014
-1063.2720786902144,-218.04622396145766,0.010035673795766926,-509.6086158385642,325.081209897995,-0.36847162907777575,1.1956732273101807,-0.2912616050979045,0.98506534,6,39.67660999298096,-5.075717447449955,-502.0685529941994,0.13280987739562988,0.01000841737739378,0.010834809,2.3796939849853516,16.296291828155518,-2.4974715548674378,0.8698806624520773,-1017.7337226074076,2.4846041202545166,42.21781396865845,0.0005,-2.5352066330203913,0.98522353,-60.769885341791465,-5.3037595323858895,38.31920409202576,800,2240000,16.33133554458618,173.37718213026128,173.97930833560153,-0.0024567945,2.4844961166381836,0.8669146469280247,-7.592143e-10,800,0.8634042739868164,-76.41566855852632,-216.34179632296267
-969.9092377561976,-230.81100275969325,0.010042280177875946,-536.3034846210458,367.5755422115326,-0.28987955351670525,1.2382376194000244,-0.31458346483515454,0.9831855,7,39.67084884643555,-5.010939118424283,-536.5051510930813,0.1363544464111328,0.010030624022606788,0.010241113,2.3376448154449463,16.3802969455719,-2.669605033402118,1.0099604884227038,-1004.6449489538142,2.7562520503997803,42.48936319351196,0.0005,-2.668612973306169,0.98323184,-65.49307666056355,-4.835981813345452,38.2668890953064,800,2560000,16.255774974822998,206.5577515079762,201.9918510931577,-0.0018865309,2.7561540603637695,1.032784080329228,-2.495944e-10,800,0.8799211978912354,-60.53053894510713,-231.67136261781903
-953.6645098424732,-231.25618506987882,0.010025518136236351,-537.1440789613525,410.5261778831482,-0.33530691182815286,1.346405029296875,-0.16767074152405376,0.98069024,8,40.44352698326111,-5.259198001732377,-530.0524663914138,0.15133285522460938,0.010022244006105465,0.01211677,2.537574291229248,16.055972576141357,-2.63734116130093,1.0255997367903966,-1054.537347070392,2.445021867752075,42.94398474693298,0.0005,-2.6728172991236203,0.98063624,-36.29957384094204,-4.755565120197013,38.91640830039978,800,2880000,17.039623975753784,206.6372433477572,205.12109515823423,-0.00219359,2.444873809814453,1.033214984193949,9.700657e-10,800,0.8502178192138672,-69.75529717659347,-228.77772526492933
-1029.914482050036,-219.16084644685884,0.010098563144340513,-507.73121297187373,454.4024579524994,-0.25482227077454755,1.223790168762207,-0.3449739189428495,0.9783368,9,40.93179178237915,-5.079310226048599,-503.94984958380263,0.1402735710144043,0.010064918554206088,0.008616489,2.482759475708008,16.82163405418396,-2.5067477775875995,0.9792799450743841,-1018.5769867513013,2.885453939437866,43.87143087387085,0.0005,-2.5256862267587024,0.9783417,-71.64732356920112,-5.136643640359267,39.53808116912842,800,3200000,16.754608631134033,196.76449302254267,195.85273329169087,-0.0022921867,2.8853487968444824,0.9838132840303636,8.5905183e-10,800,0.8925175666809082,-53.59718594537273,-218.4062596887999
-886.336009101346,-205.19446309365222,0.010037067080418348,-477.8869471350055,496.5463628768921,-0.28213670530966695,1.2106220722198486,-0.3333135176229908,0.97583836,10,39.5563759803772,-4.701263665123055,-473.58399154346813,0.144881010055542,0.010027299639449922,0.012345578,2.360598087310791,16.264806032180786,-2.354990750064602,0.9641813279297394,-942.7929466046202,2.5259389877319336,42.13611912727356,0.0005,-2.3765333230200087,0.97581613,-69.37041333097932,-4.419354943668879,38.163309812545776,800,3520000,16.195828914642334,191.64443957035465,192.8345712769574,-0.0019739107,2.5258231163024902,0.9582315010187593,2.4080278e-09,800,0.8787705898284912,-59.05899043032633,-203.4305603285341
-975.944720274959,-221.2350644282464,0.00995326718895347,-514.9075393117472,539.754312992096,-0.3231737443286765,1.224574089050293,-0.2775627294921756,0.9734042,11,40.3279287815094,-5.023050003937754,-503.33219916039116,0.14792418479919434,0.009949796862985387,0.010829158,2.481501340866089,16.16026282310486,-2.5038063075413914,0.9164906559869387,-1007.0635226811319,2.821747303009033,43.20357298851013,0.0005,-2.5616921688269008,0.97335196,-57.82753789820714,-4.867132590934816,38.92367911338806,800,3840000,16.940552711486816,183.69972115825405,183.30288384201353,-0.0020997494,2.821639060974121,0.9184950956793207,-1.8920752e-09,800,0.8423702716827393,-67.17622293291507,-217.64635132604286
-985.7986719000719,-230.54278007334767,0.010038977081955527,-532.0876351414654,584.7466688156128,-0.23027850841458514,1.3311245441436768,-0.2624007004248521,0.9716687,12,41.91868185997009,-4.904764759769485,-526.1591875167011,0.14972233772277832,0.010036049243226009,0.009935342,2.5075294971466064,16.967164516448975,-2.6178369587237658,1.0897769058972373,-983.4271233775697,3.0073800086975098,44.98758506774902,0.0005,-2.647504279391127,0.9717557,-55.186967793702955,-4.915730567654396,40.39548707008362,800,4160000,17.14354419708252,219.77699827135453,217.9544375621111,-0.0027498647,3.0072832107543945,1.0988684231686796,2.4029982e-09,800,0.9313335418701172,-48.506764351837084,-228.32197394127593
-986.1521128222777,-237.90262771039,0.010062767608277502,-553.0415047259036,629.3991980552673,-0.28697503072242464,1.198622703552246,-0.26732247426835903,0.97055334,13,42.15969896316528,-5.122258349277222,-538.1659956652718,0.1531534194946289,0.010106026220060014,0.00700461,2.361335277557373,18.609122276306152,-2.677856818697633,0.9287093360761278,-1027.0024019049106,2.432363986968994,44.647473096847534,0.0005,-2.7521963646029097,0.9704894,-56.02981217387586,-4.918173612664308,40.77800989151001,800,4480000,16.27014660835266,188.49204644081053,185.73894228024128,-0.0030350927,2.4322669506073,0.9424526580332182,-1.6078356e-09,800,1.0282115936279297,-59.93165149833191,-233.1036244526861
-963.8150462070565,-231.15609619808907,0.010078939429856546,-535.2781837540808,671.9400210380554,-0.18920939923975438,1.229590892791748,-0.32948388755290664,0.96851337,14,40.03351664543152,-4.854445389850695,-527.684964528708,0.14566612243652344,0.010046191188913362,0.007827115,2.3825364112854004,16.418980598449707,-2.625441932338597,0.96686632993427,-973.4605227870554,2.4503471851348877,42.53650093078613,0.0005,-2.6634483441582195,0.9684998,-68.61077266100398,-4.8060000622378904,38.62835168838501,800,4800000,16.336591005325317,191.95922863875157,193.36819524823548,-0.002888375,2.450204849243164,0.9598130342855354,3.0547388e-11,800,0.8781177997589111,-40.416222903334656,-228.98052800615443
-947.028198093563,-200.86901597597287,0.010048009341015423,-469.70117513562434,715.1205189228058,-0.3370415620111007,1.2441649436950684,-0.28377378997183533,0.9666136,15,40.66194725036621,-4.6760927617890875,-464.4349281830143,0.1418321132659912,0.010076816998102587,0.0068587707,2.440605878829956,16.537232875823975,-2.309230795850974,1.0376824494002272,-937.681629606116,2.4585180282592773,43.17611384391785,0.0005,-2.335536988276465,0.96661866,-59.25525319907789,-4.722611108507294,39.236047983169556,800,5120000,16.85698962211609,206.43878534809127,207.5401835710616,-0.0027466551,2.458418846130371,1.0321838710529774,-2.5704497e-10,800,0.8894143104553223,-69.9382071156692,-199.43960140496335
-969.5146634953627,-233.11989648132163,0.010037447741673824,-543.9616963757522,757.126816034317,-0.28596716179243875,1.2269866466522217,-0.26742659279636755,0.96438503,16,39.558024883270264,-4.908528386503991,-538.1225546442278,0.1563107967376709,0.010015822919523925,0.009099765,2.352267265319824,16.388570070266724,-2.6776681492999086,1.0082517767550911,-984.5240695360139,2.3892877101898193,42.001513957977295,0.0005,-2.70688865469576,0.9643703,-56.1460746309489,-4.834554609778557,38.14462614059448,800,5440000,16.10346817970276,200.64924862429638,201.65113666086728,-0.003163568,2.3891818523406982,1.0032560206751007,1.9341706e-09,800,0.8709588050842285,-59.82004342830783,-231.40246870251386
-941.0725605301575,-218.0048882059555,0.00997464049193237,-505.13915512483493,799.6432600021362,-0.31342280338998707,1.257753610610962,-0.26708695887970374,0.9623794,17,39.98517298698425,-4.691124789569314,-500.91476504999855,0.14545941352844238,0.009980479999999518,0.0075034434,2.380098819732666,16.299005270004272,-2.491650632179587,1.0127649833938173,-940.7123469548143,2.472979784011841,42.51203513145447,0.0005,-2.5127718179962244,0.9622959,-55.93973778630227,-4.692326665026965,38.55149579048157,800,5760000,16.453112602233887,200.89496545030985,202.5540466093775,-0.0027495252,2.4728848934173584,1.0044837902699892,1.5370547e-09,800,0.8760035037994385,-65.33083731791395,-216.62465643209492
-941.9213780928562,-207.62738345239376,0.009939471809577372,-482.99646239876415,843.5203800201416,-0.27750141324836863,1.2533273696899414,-0.280634720702337,0.9601913,18,41.181097984313965,-4.79514082806916,-473.52283971696534,0.1388847827911377,0.009957069768897637,0.007110013,2.4682464599609375,17.192590475082397,-2.3547255838421086,1.0860923104954219,-961.5997118261071,2.63521409034729,43.87162804603577,0.0005,-2.402085106016834,0.96027976,-58.67108443867788,-4.696163734735365,39.75878071784973,800,6080000,16.559186935424805,224.38744658423062,217.21794482090934,-0.002345046,2.6350886821746826,1.1219310347745213,-6.919728e-10,800,0.9454693794250488,-58.006452057316835,-204.8470811819205
-945.8230354101464,-207.64112641556255,0.009944693436506495,-481.40615403579795,886.6276829242706,-0.2770796227974855,1.248901128768921,-0.2276991039949594,0.95777667,19,40.43163704872131,-4.870725693907838,-476.91335048432563,0.1393120288848877,0.009927151179778593,0.0076781376,2.566511869430542,16.472748041152954,-2.3716561088579677,0.9711634869771415,-976.7259792462461,2.598768949508667,43.09854578971863,0.0005,-2.394146160363086,0.95783377,-48.02285034831194,-4.715903517374898,39.01384496688843,800,6400000,16.428422212600708,195.65530395500144,194.2278401310118,-0.0027816729,2.5986602306365967,0.9782800727001022,2.928078e-09,800,0.9398260116577148,-57.984657790007454,-206.17000464930922
