Step_1-MinForwardReturn,Step_0-AveragePolicyStd,Step_0-MaxForwardReturn,Step_1-StdForwardReturn,Step_0-StdReturn,Step_0-StdForwardReturn,Step_0-AverageDiscountedReturn,KLCoeffInner,Time,Time-SampleProc,Step_0-PolicyExecTime,Step_1-MaxReturn,n_timesteps,Time-OuterStep,ItrTime,Step_0-MaxReturn,Step_1-PolicyExecTime,Step_1-NumTrajs,Time-TotalInner,Step_1-AverageForwardReturn,Step_0-MinForwardReturn,KLInner,Step_0-AverageForwardReturn,Step_1-AverageReturn,LossAfter,Step_1-AverageCtrlCost,Step_1-MaxForwardReturn,Step_0-AverageCtrlCost,Step_0-MinReturn,LossBefore,Step_0-NumTrajs,Step_1-AverageDiscountedReturn,Step_0-AverageReturn,Time-Sampling,Step_0-EnvExecTime,Step_1-MinReturn,Step_1-StdReturn,Time-MAMLSteps,Step_1-EnvExecTime,Time-InnerStep,Itr,Step_1-AveragePolicyStd
-5.229029664279079,1.0,-0.33516000435989235,1.083747949232402,214.03932311748972,1.070186290874668,-195.51179745622537,0.0005,209.47720193862915,1.974532127380371,1.5065503120422363,-64.60247560243596,320000,44.194693088531494,209.4771966934204,-69.08506521438038,3.62554931640625,800,164.6782751083374,-2.1999220543541718,-4.851832094520787,0.0066558286,-2.260042836570295,-441.95269275025385,-0.0033551673,0.00984140939709716,-0.31363176525558867,0.009797704012860778,-972.2389374422821,1.5743076e-09,800,-191.47414669550864,-453.96810811663113,159.70878767967224,73.81448602676392,-1047.7916674146663,216.74689958506076,44.19482183456421,76.79810833930969,2.951554775238037,0,0.99985254
