Step_1-AverageDiscountedReturn,Itr,Step_1-AveragePolicyStd,Step_1-AverageReturn,Time-MAMLSteps,Step_0-AverageDiscountedReturn,Time-TotalInner,LossAfter,Time-OuterStep,Step_0-PolicyExecTime,Step_1-NumTrajs,Step_0-EnvExecTime,KLInner,Step_0-AverageReturn,LossBefore,Step_1-StdReturn,ItrTime,Step_0-MaxReturn,Step_0-NumTrajs,Time-SampleProc,Time-Sampling,Time,KLCoeffInner,Time-InnerStep,Step_0-AveragePolicyStd,Step_0-MinReturn,Step_1-PolicyExecTime,Step_0-StdReturn,Step_1-MinReturn,n_timesteps,Step_1-EnvExecTime,Step_1-MaxReturn
0.01849971687390608,0,1.0000701,0.03536367031018964,20.164809942245483,0.010905955544610695,9.86145305633545,-0.006318817,20.16468906402588,1.1191747188568115,800,1.3947539329528809,0.008874421,0.02081788374149729,-8.206816e-10,0.08547425338611016,30.659570932388306,0.49697052076344983,800,0.23833298683166504,6.759375810623169,30.65957498550415,0.0005,2.855184316635132,1.0,-0.01344353508097429,2.2499403953552246,0.059055144492051986,-0.009297266876445054,160000,1.2369904518127441,0.5231477598682386
0.055158702160149425,1,1.0047455,0.10663471352862802,0.7264010906219482,0.03258708858582489,4.884855031967163,-0.002756739,0.7263000011444092,0.3798074722290039,800,1.2282464504241943,0.012431316,0.06419372099803525,7.21961e-10,0.2152613647955389,5.633025169372559,1.1382577668473477,800,0.17980194091796875,4.650054931640625,36.301498889923096,0.0005,0.05220818519592285,1.0041449,0.0,1.1307401657104492,0.1627540902943955,-0.0036333553741454416,320000,1.2629756927490234,1.1914515958609966
0.08492707422915621,2,1.0055745,0.15994625768007412,0.8057811260223389,0.06463678574371573,5.260189771652222,-0.0012768884,0.8056797981262207,0.37550854682922363,800,1.3460962772369385,0.009342839,0.12168812218453233,-3.889201e-10,0.29986386309745133,6.086025953292847,1.280359376513875,800,0.18285322189331055,5.025014162063599,42.39148306846619,0.0005,0.049424171447753906,1.0059083,0.0,1.2115325927734375,0.2525704859717836,-0.02575408513645172,480000,1.4330437183380127,1.3741517816664566
0.12427762959976536,3,1.006604,0.22396901954653198,0.7988338470458984,0.09809474291415189,5.873393297195435,-0.0006473594,0.7987098693847656,0.39035558700561523,800,1.4635236263275146,0.006627892,0.1762611295878876,-3.3210962e-10,0.3859063914213505,6.692403793334961,1.8135626806249026,800,0.22687196731567383,5.576645851135254,49.088292837142944,0.0005,0.0663599967956543,1.0061818,-0.393094255226746,1.2836906909942627,0.3428927978894584,-0.266210511832607,640000,1.6558277606964111,1.672841344918425
0.15079898077224071,4,1.0064504,0.2738162186031677,0.7657499313354492,0.12016163208181858,5.644027948379517,-0.00086183165,0.7656238079071045,0.3925039768218994,800,1.5279932022094727,0.00815392,0.21647001016333967,9.1902913e-10,0.4915577257081007,6.43085789680481,2.3361561790705885,800,0.18564581871032715,5.406075954437256,55.522876024246216,0.0005,0.048087120056152344,1.0066605,-0.5764031708644719,1.2241449356079102,0.44036393427782855,-0.5798026064232658,800000,1.54048752784729,2.275478140443403
0.1855966520081588,5,1.0075288,0.34059203475057215,0.7893102169036865,0.1520416835750244,5.731964111328125,4.3318114e-06,0.7892248630523682,0.38239383697509766,800,1.5116322040557861,0.004163946,0.27969429278890046,-1.3392419e-09,0.6057225280690637,6.541179180145264,2.32782143710126,800,0.20412468910217285,5.4730284214019775,62.069010972976685,0.0005,0.051360130310058594,1.0071946,-0.3413287293803542,1.2213397026062012,0.5431809508920677,-0.6389674202665496,960000,1.6102726459503174,2.4582266393981973
0.15557063523064893,6,1.007874,0.27555897792861617,0.7664752006530762,0.15426652523439938,5.76274299621582,-0.00066787703,0.7663698196411133,0.3939058780670166,800,1.6181015968322754,0.00205412,0.2763375058291924,1.0436401e-09,0.5581746531175686,6.550457000732422,2.4280992371991723,800,0.2060549259185791,5.5042970180511475,68.62321281433105,0.0005,0.04903388023376465,1.0080206,-0.4597413680792046,1.2084949016571045,0.5470775898863768,-0.4137103956545536,1120000,1.5496315956115723,2.3137816429101767
0.1936860336479235,7,1.0080179,0.3440049193297079,0.7492008209228516,0.15008469731503202,5.8786633014678955,-0.0007123488,0.7490949630737305,0.681481122970581,800,1.5504376888275146,0.005113424,0.26476340862295106,1.9039963e-09,0.594788010439998,6.64993691444397,2.3447821192315383,800,0.19074726104736328,5.636151313781738,75.27695393562317,0.0005,0.048670053482055664,1.0081576,-0.18458177911486207,1.1757588386535645,0.5304956153925978,-0.36921301640669446,1280000,1.5411932468414307,2.4443491797983024
0.17142264818192843,8,1.008546,0.3130740754992528,0.7290709018707275,0.1596830602429864,5.445697069168091,-0.00018274516,0.7289609909057617,0.3820016384124756,800,1.5407764911651611,0.004635179,0.29039824189758834,1.1740251e-09,0.5688251558384698,6.195876836776733,2.4171482429521873,800,0.1886441707611084,5.207855939865112,81.47723817825317,0.0005,0.046293020248413086,1.0085621,-0.19770517142434096,1.1204190254211426,0.5758218709820111,-0.3732401825491918,1440000,1.475583791732788,2.426468547606483
0.18094822553428444,9,1.0084907,0.3244186981260754,0.7396030426025391,0.1572815673046314,5.3536601066589355,-0.00041678312,0.7394969463348389,0.37155628204345703,800,1.473191499710083,0.003381521,0.28519280688988585,-1.8157064e-09,0.594307023167804,6.113519191741943,2.3791353207236416,800,0.1889050006866455,5.117162704467773,87.59445786476135,0.0005,0.0447545051574707,1.008278,-0.19276245032377481,1.1249935626983643,0.5614972104733076,-0.07839761805984358,1600000,1.5056540966033936,2.3958889578109557
