KLCoeffInner,Step_1-PolicyExecTime,Time-SampleProc,Step_0-MinForwardReturn,Step_1-MaxForwardReturn,Time-InnerStep,Step_1-AverageReturn,Time,Step_0-EnvExecTime,Step_0-AveragePolicyStd,Time-TotalInner,Time-OuterStep,Step_0-MaxForwardReturn,Step_1-EnvExecTime,Step_0-AverageCtrlCost,Step_1-AverageCtrlCost,Itr,Step_1-MinReturn,LossBefore,Step_1-AverageDiscountedReturn,KLInner,Time-MAMLSteps,Step_1-MaxReturn,Step_0-StdReturn,ItrTime,Step_1-AveragePolicyStd,LossAfter,Step_0-AverageReturn,Step_0-StdForwardReturn,Step_1-NumTrajs,Step_0-AverageDiscountedReturn,Step_0-AverageForwardReturn,Step_1-AverageForwardReturn,Step_1-StdForwardReturn,Step_1-MinForwardReturn,n_timesteps,Step_0-MinReturn,Step_0-MaxReturn,Step_0-PolicyExecTime,Step_0-NumTrajs,Time-Sampling,Step_1-StdReturn
0.0005,2.392518997192383,1.6534650325775146,-4.531382225522561,-0.23656729509289812,0.14356565475463867,-473.66284527566216,465.548926115036,15.14714503288269,0.9853923,38.01642394065857,2.438516139984131,-0.3770714519863874,15.476502895355225,0.009661196783292181,0.009675364222283243,10,-951.3049499817924,-1.0088086e-09,-204.1173372403845,0.01114997,2.43861722946167,-49.23414653116735,190.86443218805107,40.508302211761475,0.98522127,-0.0014048584,-475.5370580555563,0.9543265201332143,800,-204.30322325015825,-2.368024093494489,-2.3586388621560275,0.9421631332462721,-4.746567054168687,3520000,-908.3221960709944,-77.41508464630549,0.8190429210662842,800,36.176745891571045,188.4334383233451
0.0005,2.422621250152588,1.6271097660064697,-4.925345367675678,-0.37312693855768503,0.143632173538208,-504.3127713302532,505.8746061325073,14.85924768447876,0.9849294,37.82227087020874,2.4463229179382324,-0.31039217309182343,15.504391193389893,0.009629221328923741,0.009632957929492186,11,-988.782553180582,-1.2882054e-09,-218.40248158937356,0.011625046,2.446436882019043,-76.49957770061953,183.10656311118535,40.32103610038757,0.9848226,-0.0016903774,-515.6534661350951,0.9155127836808622,800,-221.58720573571517,-2.5686381093465513,-2.511930898721774,0.9187517785910496,-4.934480248379033,3840000,-987.1727715073217,-63.909658218908724,0.8211789131164551,800,36.00930953025818,183.7550374604441
0.0005,2.338606595993042,1.6150708198547363,-5.091388638476843,-0.29649034198037355,0.14242887496948242,-528.789995829791,545.700590133667,14.76089334487915,0.9838258,37.34070134162903,2.428764820098877,-0.20363523842883932,15.038212299346924,0.00969970437697557,0.009707944222387598,12,-993.8834868562589,1.097843e-09,-229.15520898595173,0.010701894,2.428865671157837,-61.37727464183986,217.72936632822888,39.821680784225464,0.98387283,-0.0016667047,-528.8651791618584,1.0886347208377805,800,-229.17251573584107,-2.6346261914323157,-2.634242034926567,1.066911349242638,-4.959741267083769,4160000,-1020.2208882737908,-42.73772053034172,1.0554072856903076,800,35.540958881378174,213.38573862454874
0.0005,2.4492180347442627,1.6173081398010254,-5.182026394727311,-0.27592830391783435,0.14516305923461914,-540.2333981392145,585.9635012149811,14.792543888092041,0.9820709,37.76121401786804,2.4448442459106445,-0.21513869655225495,15.550371885299683,0.009794536230732048,0.009757261742363917,13,-1007.8642002844227,2.0623208e-09,-233.41899754026304,0.011806178,2.444951057434082,-57.1905385444801,187.58111114540355,40.258559226989746,0.98224705,-0.0021408487,-545.0598845806869,0.937890380146047,800,-235.18025373779008,-2.715504886672702,-2.6914097289537087,0.9498173283739109,-5.030337020201132,4480000,-1038.4736774704688,-44.85251629613352,0.8128671646118164,800,35.95685410499573,189.95841300117075
0.0005,2.394897937774658,1.7409980297088623,-4.73790468725584,-0.3265121152571694,0.15102910995483398,-520.5868877161246,627.3988149166107,15.847620964050293,0.98000175,38.88409090042114,2.4931437969207764,-0.33734430726349296,15.37977409362793,0.009704470390649658,0.009719008307684709,14,-913.8602291805421,-9.164203e-11,-226.29297062424342,0.01027938,2.493284225463867,-67.23566738941358,197.58539159550028,41.43093800544739,0.98004735,-0.0015874113,-530.3772007379844,0.987946446623911,800,-228.84950025233476,-2.6421815332992726,-2.5932154302729384,0.9554859351824679,-4.559929859662308,4800000,-949.45529189226,-69.43624317871767,0.8886308670043945,800,36.93862509727478,191.09305447907064
0.0005,2.3507025241851807,1.6369693279266357,-4.753112178191295,-0.3081858394635621,0.147813081741333,-468.5997985837969,667.4453790187836,14.888888120651245,0.97813934,37.524494886398315,2.463336944580078,-0.2894310698473821,15.212330341339111,0.009719633958528139,0.009713261319628,15,-927.8171186328531,1.0617077e-09,-200.39942046688512,0.011080932,2.4634430408477783,-63.52823888316308,213.85946061016574,40.0420708656311,0.97824866,-0.0016950418,-477.60964891291485,1.069303031565504,800,-203.3521211269926,-2.3783286106060464,-2.3332857315993567,1.060896498316476,-4.628864864955955,5120000,-952.506104746039,-59.811191006600765,0.8287825584411621,800,35.697216749191284,212.178735618984
0.0005,2.3831350803375244,1.6366477012634277,-4.7632639655266695,-0.24398244477770992,0.14436578750610352,-539.9306713962278,707.9149169921875,15.215452671051025,0.97714275,37.98341679573059,2.430150032043457,-0.26399618012482956,15.350123405456543,0.009655646691773436,0.009648548648721772,16,-908.3382278942531,5.938112e-10,-231.5760436558682,0.010647747,2.430251121520996,-50.70327890768601,203.75137749869148,40.464887857437134,0.9769344,-0.0029573536,-547.3118053610748,1.0187611827146033,800,-233.97849524826017,-2.726903380113601,-2.690004808332418,0.991430598053654,-4.531844445854907,5440000,-954.6702145749845,-54.573270613470505,0.8557939529418945,800,36.159578800201416,198.2887760910723
0.0005,2.4126830101013184,1.6669366359710693,-4.736614404416731,-0.2250372462325335,0.14766407012939453,-499.1787585969573,748.6062700748444,15.280189037322998,0.97550976,38.20044207572937,2.436519145965576,-0.25299884439011733,15.517712354660034,0.00965372385951967,0.009635572780295334,17,-961.6050429575256,8.769333e-10,-215.88739273330557,0.008436066,2.4366347789764404,-46.9517177117351,201.146862792514,40.68698596954346,0.9756412,-0.0021733905,-502.8416950803093,1.0057466810564397,800,-217.13269781235687,-2.5045547515420266,-2.486258220204491,0.9934886761847312,-4.798431475928111,5760000,-949.2565041833732,-52.52976271702663,0.8281536102294922,800,36.34248876571655,198.69681773671903
0.0005,2.3332042694091797,1.6506962776184082,-4.80207331673096,-0.3199487373680101,0.15006685256958008,-470.5972456625801,788.7542040348053,15.208343505859375,0.9732207,37.67308521270752,2.4211580753326416,-0.29278353380715066,15.195952892303467,0.009653726663826093,0.009655974103930057,18,-952.267541195701,2.3014843e-09,-203.78179747928397,0.008110636,2.42126202583313,-65.863532642559,223.6960787758474,40.14353322982788,0.9731277,-0.0019579139,-480.2473382820421,1.1184786296899918,800,-206.8029578242465,-2.391582964746384,-2.3433302542089702,1.1005103220470587,-4.752668594415146,6080000,-962.3806162273381,-60.4667083442687,0.8206996917724609,800,35.82690691947937,220.0996505894153
0.0005,2.34696626663208,1.6796379089355469,-4.963471020891505,-0.20860000769288914,0.14240622520446777,-474.39513855498876,828.9952898025513,15.043263673782349,0.97071964,37.761516094207764,2.4219589233398438,-0.24283296590324915,15.242634773254395,0.009703878829558235,0.009716126290379035,19,-970.8016067802906,2.7984377e-09,-205.50679519154247,0.007489623,2.4220619201660156,-43.63037413164541,196.14719887063848,40.23647689819336,0.9706865,-0.0020684397,-482.8716709755899,0.9807500919474278,800,-208.30339378219134,-2.404654476048391,-2.362259566484565,0.9880380347946764,-4.844455076755958,6400000,-994.5910122530881,-50.50425791252116,0.8201210498809814,800,35.89656329154968,197.60672583114902
0.0005,2.3258891105651855,1.6580071449279785,-4.686758650899284,-0.20872685670637847,0.14869213104248047,-487.8575730251148,869.1657590866089,14.9654860496521,0.96815324,37.4137749671936,2.7007272243499756,-0.27267428207332545,15.144984006881714,0.009694750780300748,0.00969809003914139,20,-924.2929408695582,-4.0568401e-10,-211.12733305798255,0.0072156736,2.7009429931640625,-43.7062147166009,189.39089450927145,40.16540312767029,0.96791875,-0.0017862703,-495.06414365722446,0.9469588676631157,800,-213.4903796743809,-2.4656259675058214,-2.4295897750864324,0.9309971932809731,-4.611854951668548,6720000,-939.3458435551032,-56.594589190800306,0.821054220199585,800,35.56452798843384,186.19481451551852
0.0005,2.3479647636413574,1.6175432205200195,-4.723527403980494,-0.28065656226396246,0.14004015922546387,-526.5420133073703,909.4167020320892,15.05433177947998,0.9664475,37.75865077972412,2.4250340461730957,-0.14731586632968469,15.307974815368652,0.009645949054093508,0.009671040223912278,21,-935.6512535083187,-1.7162411e-09,-228.26014179306904,0.00818986,2.425136089324951,-58.105011089868235,226.0567592489928,40.24566888809204,0.9665035,-0.0020341498,-532.9941581455123,1.1302628572439462,800,-230.25498841305736,-2.655324841673468,-2.6230390263129393,1.1197502134751236,-4.6684358165064275,7040000,-946.5917162435128,-31.349363972055865,0.8192834854125977,800,35.95750117301941,223.94598582963465
0.0005,2.329465389251709,1.6243069171905518,-4.858849118416349,-0.24242436456459895,0.1409769058227539,-499.3857027631899,949.6084859371185,15.16649866104126,0.9648373,37.655275106430054,2.478898763656616,-0.25591619530876875,15.215132713317871,0.009696041124242329,0.00970969780046391,22,-935.4874416428612,-2.672896e-09,-215.99773219670547,0.009091839,2.479012966156006,-50.3566021985623,202.84289905980827,40.18653178215027,0.9647834,-0.002009608,-508.00491684279257,1.014216543194713,800,-218.81454897569884,-2.530328543089721,-2.487218816015486,0.9932425465105762,-4.6681589821199845,7360000,-973.7306364663249,-53.20997340157207,0.8250391483306885,800,35.847784996032715,198.65299401130062
0.0005,2.361269235610962,1.613891839981079,-5.13223770766472,-0.2703577160112956,0.14656734466552734,-529.130695928688,989.8633348941803,15.153048992156982,0.9626329,37.75274705886841,2.449054002761841,-0.25977260279737346,15.364959239959717,0.009635683515175478,0.009682676615601814,23,-958.1596968568934,-2.9988598e-10,-229.80634412421838,0.0077638053,2.449172019958496,-55.94934068917157,183.46880853842524,40.25069808959961,0.9627921,-0.0022327586,-543.4875075092373,0.9173267470377005,800,-234.449139574129,-2.7078018540310107,-2.635970803027839,0.8858152987915279,-4.781130957479623,7680000,-1028.356924686673,-53.825867077126944,0.8105268478393555,800,35.950122594833374,177.16671842787065
0.0005,2.332240581512451,1.7356269359588623,-4.560420629549659,-0.22657358376890804,0.1478571891784668,-520.031702662209,1030.2698781490326,15.16310453414917,0.96044964,37.8901641368866,2.4625120162963867,-0.26996447270284507,15.379798412322998,0.009653389814266411,0.009622620007908991,24,-923.5161092563379,-1.4021992e-09,-225.81431231776887,0.00812031,2.462622880935669,-47.12453391575145,174.87003352364826,40.40224814414978,0.96038514,-0.002050613,-526.5162016452815,0.8743444917101416,800,-227.85303976810792,-2.622927618412141,-2.5905358933031364,0.8890145752839484,-4.608605676412041,8000000,-913.9712219623627,-55.925949105462266,0.8221611976623535,800,35.96172904968262,177.79607021294288
0.0005,2.372711658477783,1.6581439971923828,-4.835553319560282,-0.15160324816198115,0.1478748321533203,-526.4349839851031,1071.2344388961792,15.354952812194824,0.9584031,38.34961175918579,2.55688214302063,-0.16872666153432678,15.490965127944946,0.009609824446506245,0.009657977017489756,25,-944.7200857530347,2.31266e-09,-228.1772885287268,0.007907847,2.5569851398468018,-32.34673869493798,197.11496931061595,40.960267066955566,0.95835125,-0.0022295932,-534.0031601315504,0.9855750943059268,800,-230.71410333448503,-2.6604059762112455,-2.6225169429080255,1.0060868907960514,-4.714135700944345,8320000,-969.0954695405738,-35.719275025520226,0.8204290866851807,800,36.50069546699524,201.22078944907307
0.0005,2.4070334434509277,1.6422171592712402,-5.209493678279553,-0.2056750715769822,0.1407768726348877,-551.0539208588395,1112.1857800483704,15.370422840118408,0.95597976,38.411919832229614,2.4852027893066406,-0.2104346122098191,15.61748218536377,0.009697158827479724,0.009711171446688096,26,-993.8736057224597,3.5643577e-09,-239.9007457499829,0.005963733,2.485304117202759,-43.03885931408021,182.79859689054243,40.94700598716736,0.95612425,-0.0021599375,-559.895150228164,0.9139889764808369,800,-242.4884775588569,-2.7897785923133402,-2.7455584328475093,0.9257068567046329,-4.959469165586358,8640000,-1043.761632867969,-44.115882780850654,0.8314316272735596,800,36.58626747131348,185.1421792795542
