Step_0-MaxReturn,Step_1-AverageDiscountedReturn,ItrTime,Step_1-EnvExecTime,KLCoeffInner,Step_0-AverageReturn,Step_0-AveragePolicyStd,Step_0-MinReturn,LossBefore,Step_1-AveragePolicyStd,Step_1-PolicyExecTime,Step_1-MaxReturn,Step_1-MinReturn,LossAfter,Time-MAMLSteps,Step_0-PolicyExecTime,Time-Sampling,Step_0-StdReturn,Itr,Step_0-AverageDiscountedReturn,Step_1-AverageReturn,Time-SampleProc,Step_0-EnvExecTime,Step_0-NumTrajs,Time-OuterStep,n_timesteps,Step_1-StdReturn,Time-InnerStep,KLInner,Time-TotalInner,Step_1-NumTrajs,Time
29.82708948524549,16.06001096763821,4.205038070678711,0.2305285930633545,0.0005,11.76996317109679,1.0,-1.7149595632418688,1.7291883e-08,0.996303,0.47843050956726074,36.35887424364418,4.400591097917929,-0.06091427,2.5549209117889404,0.2618744373321533,1.2341303825378418,7.289681433381363,0,10.587410853776985,18.506947648875393,0.02073526382446289,0.23433351516723633,39,2.554804801940918,2000,9.439521141962343,0.29623889923095703,0.046528123,1.5516211986541748,30,4.205054998397827
