Step_0-AverageReturn,Step_0-MinReturn,LossBefore,Step_1-MinReturn,Step_0-AveragePolicyStd,Itr,LossAfter,Step_1-EnvExecTime,Time-SampleProc,Time,Step_1-PolicyExecTime,KLCoeffInner,Time-TotalInner,Step_1-AverageDiscountedReturn,Step_0-PolicyExecTime,Time-OuterStep,Time-Sampling,Step_1-AverageReturn,KLInner,Step_0-NumTrajs,Step_1-AveragePolicyStd,Step_1-StdReturn,Step_0-StdReturn,Step_0-MaxReturn,Step_0-EnvExecTime,Time-MAMLSteps,Step_1-MaxReturn,Time-InnerStep,Step_0-AverageDiscountedReturn,n_timesteps,ItrTime,Step_1-NumTrajs
171.9882858920286,122.04521680057445,-7.713027e-10,133.03632151252967,1.0,0,0.114496715,28.09727430343628,13.448249101638794,117.18779015541077,6.78096604347229,0.0005,90.7536461353302,169.873075985684,2.8343231678009033,24.532706022262573,71.0071051120758,205.2694029674548,0.17449608,5165,0.99977773,27.853815015605115,19.078835550997724,266.4314080211463,26.19693899154663,24.53282594680786,343.55569328573324,6.234928369522095,147.07620107986986,320000,117.18778896331787,4249
179.38719505297146,102.45711561763683,6.592247e-10,128.53646196994976,0.9995116,1,0.060448717,24.99569082260132,8.181952953338623,186.75873589515686,3.0625545978546143,0.0005,64.4315288066864,186.40543312556386,1.5428500175476074,4.959457874298096,55.92380237579346,232.29890629207722,0.038419254,4781,0.9991197,35.589412304512365,25.283388318934467,307.42647192851246,22.914417505264282,4.959569931030273,411.4103519453022,0.2969379425048828,151.6802810332274,640000,69.55504488945007,3595
193.0623513975915,106.1624753253402,-2.6924716e-09,124.1517060498973,0.99961203,2,0.047792327,25.446147918701172,8.251039266586304,257.8831970691681,2.89336895942688,0.0005,66.03759002685547,198.30561277071715,1.2191615104675293,4.9050703048706055,57.44615197181702,251.85911788993394,0.02358822,4389,0.9991708,38.58555492003804,28.78718105685647,318.9155157240243,24.382701635360718,4.90532112121582,399.5744124467197,0.3118724822998047,160.92102369066205,960000,71.11477398872375,3244
206.37358535080887,107.33470279498586,-4.3224233e-10,118.55728747102889,0.99902153,3,0.03594112,26.53805661201477,8.145416021347046,329.78536105155945,2.976353883743286,0.0005,66.85470485687256,213.0256315672843,1.2110059261322021,4.8859031200408936,58.375160932540894,276.4909453120574,0.013283971,4055,0.9984096,47.1781156966405,31.959118262164914,331.25037319577984,24.121050596237183,4.88600492477417,511.8276619000228,0.30837559700012207,169.7623959115243,1280000,71.8943817615509,2962
213.52570816473335,132.29646966570374,-4.6715614e-09,152.53632436462365,0.99873513,4,0.022175161,26.858553647994995,8.951141119003296,403.23369908332825,2.9456686973571777,0.0005,68.39108204841614,221.43855489264047,1.2166144847869873,4.897401809692383,59.08230900764465,291.72235113087027,0.010179914,3846,0.9982936,48.26005435285441,34.66371361528498,350.90299653251793,24.456574201583862,4.897521257400513,671.1588163626467,0.32932591438293457,173.9487702666698,1600000,73.44048404693604,2831
223.6163266045308,138.1526202022326,-4.163876e-09,141.92845006027642,0.9985406,5,0.034948207,27.410953998565674,8.626292943954468,477.2793560028076,3.0084786415100098,0.0005,68.98992896080017,233.12772480566832,1.212583303451538,4.890421152114868,60.00593876838684,312.7925527551364,0.009271696,3643,0.9980791,53.48468438168188,36.50510466357022,397.2661085228904,24.713908672332764,4.890528917312622,580.7260328932757,0.32806873321533203,180.3153289391445,1920000,74.03656077384949,2611
