Time-TotalInner,Time-InnerStep,Itr,Step_0-PolicyExecTime,Step_0-StdReturn,Time-Sampling,Step_1-StdForwardReturn,KLCoeffInner,KLInner,Step_1-MaxReturn,Step_1-AverageForwardReturn,Step_1-MinForwardReturn,Step_0-AverageReturn,Step_1-AverageReturn,Time,LossAfter,Step_1-StdReturn,Step_0-MaxForwardReturn,Step_1-AverageCtrlCost,n_timesteps,Step_1-MinReturn,Step_0-AveragePolicyStd,Step_1-NumTrajs,Step_1-AverageDiscountedReturn,Step_0-AverageDiscountedReturn,Step_1-EnvExecTime,Step_1-PolicyExecTime,Step_0-EnvExecTime,Step_0-MinForwardReturn,Step_0-MinReturn,Step_1-AveragePolicyStd,Step_1-MaxForwardReturn,Time-SampleProc,LossBefore,Step_0-NumTrajs,Step_0-MaxReturn,Step_0-AverageCtrlCost,Time-OuterStep,Step_0-StdForwardReturn,ItrTime,Time-MAMLSteps,Step_0-AverageForwardReturn
43.610838890075684,2.79533314704895,0,1.7167284488677979,185.2635450310005,39.05230927467346,0.9185159341239013,0.0005,0.0067045926,-59.028950360285954,-2.931622377073716,-5.5346496896827855,-587.1312650238796,-588.2902234720335,67.5155348777771,-0.0033825603,183.7027950034835,-0.2481716589352539,0.009828740286451502,320000,-1108.914986195794,1.0,800,-252.7829433750533,-251.99665991642416,15.506158828735352,3.6687450408935547,15.382917642593384,-5.321475848715031,-1066.3018691153688,0.99996287,-0.2853189647815141,1.725351095199585,1.3433396e-09,800,-51.64540104889223,0.009789635993953126,23.231564044952393,0.9263239262389101,67.51552987098694,23.23166584968567,-2.9258666891254443
38.57684087753296,0.14671921730041504,1,0.9329452514648438,198.79386834710843,36.66539812088013,0.9750238493361122,0.0005,0.00786791,-65.10685638995325,-2.6645602180848686,-5.141483635508446,-548.4290158066644,-534.886688797165,108.76483702659607,-0.0024870853,195.0090352972316,-0.2825003816465336,0.009873225900956023,640000,-1030.3229542904514,1.0009601,800,-232.36220022494527,-236.6633455825647,15.448082208633423,2.6629765033721924,15.077166318893433,-5.411017665309009,-1084.1536113545521,1.0007229,-0.31611763213600247,1.722522258758545,2.8595328e-09,800,-58.44571160624645,0.00988607027300328,2.6013550758361816,0.9939643150338698,41.24122190475464,2.6015079021453857,-2.7322590087603187
39.3314847946167,0.13907480239868164,2,0.9528975486755371,197.7615359380357,37.443947315216064,1.002200804274166,0.0005,0.00873219,-70.45540886173974,-2.635477439434114,-5.441199887217213,-530.2281884713802,-529.0702512452518,150.71707391738892,-0.0022069472,200.44082439423542,-0.20584267381779917,0.009873816792145518,960000,-1090.2042738378432,0.9989979,800,-228.2218582631575,-228.48736102302476,15.691834688186646,2.799391746520996,15.39545226097107,-5.492647070508451,-1100.5210432128051,0.9988963,-0.34187263133036994,1.7059931755065918,-4.4554477e-10,800,-43.03492252010119,0.009883029201424942,2.563446044921875,0.9887954775335839,41.9457061290741,2.563544273376465,-2.6412579131554765
39.004663944244385,0.14176464080810547,3,0.9562995433807373,207.21107316210143,37.136128187179565,1.013440363207338,0.0005,0.007989767,-65.92479930105797,-2.405436152107522,-5.133979922229886,-488.3744973098687,-483.06497703960866,192.42916703224182,-0.0025884886,202.69174609929632,-0.3403432821024056,0.00988873309052171,1280000,-1028.7617557574986,0.9956211,800,-208.29803396741758,-209.54459922807982,15.346501350402832,2.7079997062683105,15.43226671218872,-5.299106286226561,-1061.7787235278217,0.99566066,-0.320134696784671,1.6843111515045166,-7.841736e-10,800,-70.13762769741629,0.009880411471215775,2.6502490043640137,1.0360572222451165,41.70753598213196,2.6503560543060303,-2.4319920750781274
38.31140398979187,0.18095684051513672,4,0.9344210624694824,167.5878879967272,36.41776204109192,0.8409948498781719,0.0005,0.007848682,-68.82799424960027,-2.6241271102173487,-5.0159141077685945,-531.644565680351,-526.7847790783792,233.27925515174866,-0.0015931613,168.19920123672875,-0.34247439073219144,0.009796785174547405,1600000,-1005.2757420049576,0.99218243,800,-227.48175375855473,-229.13839063154822,15.230215549468994,2.5653879642486572,15.24229121208191,-4.947412571376979,-991.4930243717218,0.9920169,-0.33439419675538007,1.6689221858978271,4.425645e-10,800,-70.43025251777318,0.009802228955511673,2.481329917907715,0.8379301231803011,40.84549593925476,2.481431007385254,-2.6484205994462435
38.48255014419556,0.13998675346374512,5,0.9230861663818359,190.12551884992223,36.56870794296265,0.9222951464191719,0.0005,0.007625149,-63.183294913861985,-2.8586667230849203,-5.034184697735879,-583.0716454607954,-573.6933037357954,274.6265320777893,-0.0015135822,184.46091658413536,-0.2561868331065579,0.009799795594056486,1920000,-1008.7462427751748,0.99000037,800,-247.7320013693232,-250.26739095092918,15.242897748947144,2.4992258548736572,15.315822124481201,-5.604665782074064,-1122.9193278271873,0.99005175,-0.3061031196808446,1.7317402362823486,2.0042065e-10,800,-53.200083795072324,0.00978898274803316,2.808382034301758,0.950627456522355,41.34250783920288,2.8084800243377686,-2.9055692445559442
39.93949294090271,0.14309287071228027,6,0.9277305603027344,168.38232716400304,38.055936098098755,0.8591509665186486,0.0005,0.010102272,-69.18935609759268,-2.513513654251879,-5.085343452157897,-507.55566015285893,-504.66814077318327,317.19737100601196,-0.0018277463,171.8315510289403,-0.3140422119349335,0.009827049614037242,2240000,-1019.130251150481,0.98848975,800,-216.77738601445162,-217.54372769687907,15.888929605484009,2.649442434310913,16.04247522354126,-4.634607920692207,-928.7956534351961,0.98853964,-0.3358397164149893,1.6972410678863525,-8.7730595e-10,800,-64.79726364854912,0.009769846323961683,2.572883129119873,0.8419247273086446,42.56470084190369,2.572983980178833,-2.5280084544403327
40.11449408531189,0.14836692810058594,7,0.918182373046875,203.1431951697908,38.03410315513611,1.0204819802269596,0.0005,0.0103239175,-67.07215669760161,-2.6539653438277186,-5.1008717573902365,-535.5152642637944,-532.7474108793494,360.0046191215515,-0.001724028,204.09929934495406,-0.2876534753534802,0.009771710569028364,2560000,-1022.3409727279611,0.98737967,800,-230.38334941092654,-230.82924122789805,15.871829748153687,2.617244005203247,15.919442653656006,-5.1406903991228114,-1030.2125450332494,0.9874171,-0.3255794713222262,1.8809380531311035,-1.8792226e-09,800,-59.39286143611834,0.009760135061166802,2.6348681449890137,1.015718479501479,42.80236792564392,2.6349849700927734,-2.6678161862578054
40.06687092781067,0.1817338466644287,8,0.8888115882873535,202.23464764523928,37.922568798065186,1.023787090198089,0.0005,0.010251294,-51.62342791477722,-2.636180551943512,-5.02537335377495,-533.6366967267194,-529.1955096436126,402.80411195755005,-0.0013197144,204.75778204884963,-0.2620892795469955,0.00979699627455062,2880000,-1007.0733758060843,0.986009,800,-228.7337369596532,-230.24105448754355,16.30357336997986,2.7080111503601074,15.536327362060547,-4.857218831112063,-973.3691923202786,0.9860795,-0.24867156216663044,1.909095048904419,3.8743023e-10,800,-54.453906812730565,0.009801524652336666,2.6686489582061768,1.0111889340000846,42.794243812561035,2.6687891483306885,-2.6583819589812605
40.50509190559387,0.15804576873779297,9,0.9377641677856445,202.70670754922668,38.47962427139282,0.9803910707525396,0.0005,0.01106655,-76.81107220526589,-2.5212791879125027,-4.986355382863139,-511.0297409799343,-506.22983137590535,445.9330241680145,-0.0016113173,196.07697242096083,-0.3580625520143916,0.009869968967024325,3200000,-999.2765392850495,0.98436904,800,-218.86093618164762,-220.33093649410236,16.281455993652344,2.7621302604675293,15.864933967590332,-5.011733493411639,-1004.4307598685303,0.9843302,-0.3745566645675707,1.8210599422454834,6.996098e-10,800,-73.48371257745242,0.009838963830481664,2.5659329891204834,1.0135188650707245,43.124094009399414,2.566033124923706,-2.545309741069189
